GLC-SX-MM-RGD,CISCO-FINISAR,FTLF8519P2BTL-CS,10-2274-01,FNS1028L07P
GLC-SX-MM-RGD,CISCO-FINISAR,FTLF8519P2BTL-CS,10-2274-01,FNS1028L07V
GLC-LH-SM,CISCO-AVAGO,SFCT-5798PZ-CS3,10-1299-03/01,AGC1702V2YK
GLC-LH-SM,CISCO-AVAGO,QFCT-5798LP,10-1299-03/01,AGT1046U0UG
SFP-GE-L,CISCO-SUMITOMO,SCP6G44-C1-BMH,10-2144-01,SPC131800EY
SFP-GE-L,CISCO-SUMITOMO,SCP6G44-C1-BMH,10-2144-01,SPC132800ZZ
GLC-ZX-SMD,CISCO,SCP6J94-C5-BMH,10-2621-01,SPC171202TS
GLC-ZX-SMD,CISCO,SCP6J94-C5-BMH,10-2621-01,SPC171202TP
SFP-GE-S,CISCO-FINISAR,FTRJ8519P1BNL-C6,10-2143-01,FNS11370XHM
SFP-GE-S,CISCO-FINISAR,FTRJ8519P1BNL-C6,10-2143-01,FNS11370XH2
SFP-GE-Z,CISCO-SUMITOMO,SCP6G94-C7-BME,10-2031-01,SPC14270140
SFP-GE-Z,CISCO-SUMITOMO,SCP6G94-C7-BME,10-2031-01,SPC14270141
GLC-EX-SMD,CISCO,SCP6J54-C5-BMH,10-2624-01,SPC1712058X
GLC-EX-SMD,CISCO,SCP6J54-C5-BMH,10-2624-01,SPC17120591
CWDM-SFP-1550,CISCO-FINISAR,FWDM-16217D55CSC,Class1 21CFR1040.10,FNS10411HJJ
CWDM-SFP-1550,CISCO-FINISAR,FWDM-16217D55CSC,Class1 21CFR1040.10,FNS11030AAP
CWDM-SFP-1570,CISCO-FINISAR,FWDM-16217D57CSC,Class1 21CFR1040.10,FNS0920F21V
CWDM-SFP-1570,CISCO-FINISAR,FWDM-16217D57CSC,Class1 21CFR1040.10,FNS10400PKG
CWDM-SFP-1530,CISCO-FINISAR,FWDM-16217D53CSC,Class1 21CFR1040.10,FNS10410XZ0
CWDM-SFP-1530,CISCO-FINISAR,FWDM-16217D53CSC,Class1 21CFR1040.10,FNS1015J0AV
GLC-BX-U,CISCO-SUMITOMO,SBP6H44-C7-BN-31,10-2094-02,ECL151001V9
GLC-BX-D,CISCO-SUMITOMO,SBP6H44-C7-BN-49,10-2093-02,ECL144502TK
GLC-BX40-U-I,CISCO-OPLINK,TRBCG1HEEICISE1G,10-2942-01,OPM18240195
GLC-BX40-D-I,CISCO-OPLINK,TRBUG1HDEICISE1G,10-2910-01,OPM22290J5G
GLC-T,CISCO-AVAGO,ABCU-5710RZ-CS2,30-1410-02,AGM1112218X
GLC-T,CISCO-AVAGO,ABCU-5710RZ-CS4,30-1410-02,AGM143622QZ
GLC-BX80-D-I,CISCO-OPLINK,TRBUG1HMZICISE1G,10-2939-01,OPM22340P3N
GLC-BX80-U-I,CISCO-OES,RBT12SZX-IT4-CS3,10-2941-01,OEA22360005
GLC-SX-MM,CISCO-FINISAR,FTRJ1519P1BCL-CS,10-1837-01,FNS10420G3N
GLC-SX-MM,CISCO-FINISAR,FTRJ1519P1BCL-CS,10-1837-01,FNS110503CB
GLC-ZX-SM,CISCO-FINISAR,FTRJ1519P1BCL-CS,10-1837-01,FNS10420EK8
GLC-ZX-SM,CISCO-SUMITOMO,SCP6894-C1-BNE,10-1837-01,ECL114504A1
GLC-ZX-SM,CISCO-FINISAR,FTRJ1519P1BCL-CS,10-1837-01,FNS110506RJ
GLC-ZX-SM,CISCO-FINISAR,FTRJ1519P1BCL-C1,10-1837-01,FNS16160DQF
SFP-GE-S,CISCO-AVAGO,QFBR-5762AP,10-2143-01,AGM1143L02B
SFP-GE-S,CISCO-AVAGO,QFBR-5762AP,10-2143-01,AGM1138L02E
GLC-TE,CISCO,SP7041-TE,30-1475-01,MTC22340RDD
GLC-TE,CISCO,SP7041-TE,30-1475-01,MTC22340QKT
GLC-LH-SMD,CISCO,TRPUG1CLXECISE2G,10-2625-01,OPM224103P6
GLC-LH-SMD,CISCO,TRPUG1CLXECISE2G,10-2625-01,OPM224103PF
CWDM-SFP-1550,CISCO-FINISAR,FWDM-16217D55CSC,Class1 21CFR1040.10,FNS10411HJJ
CWDM-SFP-1550,CISCO-FINISAR,FWDM-16217D55CSC,Class1 21CFR1040.10,FNS11030AAP
CWDM-SFP-1570,CISCO-FINISAR,FWDM-16217D57CSC,Class1 21CFR1040.10,FNS0920F21V
CWDM-SFP-1570,CISCO-FINISAR,FWDM-16217D57CSC,Class1 21CFR1040.10,FNS10400PKG
CWDM-SFP-1530,CISCO-FINISAR,FWDM-16217D53CSC,Class1 21CFR1040.10,FNS10410XZ0
CWDM-SFP-1530,CISCO-FINISAR,FWDM-16217D53CSC,Class1 21CFR1040.10,FNS1015J0AV
GLC-BX-U,CISCO-SUMITOMO,SBP6H44-C7-BN-31,10-2094-02,ECL151001V9
GLC-BX-D,CISCO-SUMITOMO,SBP6H44-C7-BN-49,10-2093-02,ECL144502TK
GLC-BX40-U-I,CISCO-OPLINK,TRBCG1HEEICISE1G,10-2942-01,OPM18240195
GLC-BX40-D-I,CISCO-OPLINK,TRBUG1HDEICISE1G,10-2910-01,OPM22290J5G
SFP-10G-SR,CISCO-FINISAR,FTLX8571D3BCL-C2,10-2415-03,FNS17400Z7J
SFP-10G-SR,CISCO-FINISAR,FTLX8571D3BCL-C2,10-2415-03,FNS18140Z9E
SFP-10G-LRM,CISCO-OPLINK,TPP1XGFLMCCISE2G,10-2456-03,OPM25280JR0
SFP-10G-LRM,CISCO-OPLINK,TPP1XGFLMCCISE2G,10-2456-03,OPM2420005T
SFP-10G-ZR,CISCO-SUMITOMO,SPP5100ZR-C5,10-3107-01,ECL1814008P
SFP-10G-ZR,CISCO-SUMITOMO,SPP5100ZR-C5,10-3107-01,ECL1814008Q
SFP-10G-LR,CISCO-FINISAR,FTLX1474D3BCL-CS,10-2457-02,FNS16140CPQ
SFP-10G-LR,CISCO-FINISAR,FTLX1474D3BCL-CS,10-2457-02,FNS16140FPM
SFP-10G-ER,CISCO-OPNEXT,TRS7050EN-S102,10-2531-02,ONT15380184
SFP-10G-ER,CISCO-FINISAR,FTLX1671D3BCL-C2,10-2531-02,FNS16030KMX
SFP-10G-ER-S,CISCO-FINISAR,FTLX1672D3BCL-C7,10-3109-01,FNS25120GFW
SFP-10G-ER-S,CISCO-OCLARO,TRS7050EN-S131,10-3109-01,ONT201400JS
SFP-10G-LR-X,CISCO-SUMITOMO,SPP5310LR-C5-M,10-2632-01,SPC223200WQ
SFP-10G-LR-X,CISCO-SUMITOMO,SPP5310LR-C5-M,10-2632-01,SPC223200WM
SFP-10G-SR-S,CISCO-AVAGO,SFBR-709SMZ-CS2,10-3105-01,AVD2136D71E
SFP-10G-SR-S,CISCO-AVAGO,SFBR-709SMZ-CS2,10-3105-01,AVD2136DXUL
SFP-10G-ZR-S,CISCO-FUJITSU,FIM35051/207,10-3111-01,FLJ2024K03B
SFP-10G-ZR-S,CISCO-SUMITOMO,SPP5100ZR-C7,10-3111-01,ECL1916002P
SFP-10G-AOC7M,CISCO-AVAGO,AFBR-2CAR07Z-CS1,10-2845-01,A4Z2050K0JZ-B
SFP-10G-AOC7M,CISCO-AVAGO,AFBR-2CAR07Z-CS1,10-2845-01,A4Z2050K0JZ-A
DWDM-SFP10G-61.41,CISCO-SUMITOMO,SPP5100DMC1-F200,10-2746-01,ECL1745005N
DWDM-SFP10G-61.41,CISCO-SUMITOMO,SPP5100DMC1-F200,10-2746-01,ECL1736004W
SFP-10G-AOC3M,CISCO-AVAGO,AFBR-2CAR03Z-CS1,10-2847-01,A4Z2133K0YE-A
SFP-10G-AOC3M,CISCO-AVAGO,AFBR-2CAR03Z-CS1,10-2847-01,A4Z2133K0YE-B
SFP-10G-LR,CISCO-FINISAR,FTLX1474D3BCL-CS,10-2457-02,FNS16140CPQ
SFP-10G-LR,CISCO-FINISAR,FTLX1474D3BCL-CS,10-2457-02,FNS16140FPM
SFP-10G-LRM,CISCO-OPLINK,TPP1XGFLMCCISE2G,10-2456-03,OPM25280JR0
SFP-10G-LRM,CISCO-OPLINK,TPP1XGFLMCCISE2G,10-2456-03,OPM2420005T
SFP-10G-ZR,CISCO-SUMITOMO,SPP5100ZR-C5,10-3107-01,ECL1814008P
SFP-10G-ZR,CISCO-SUMITOMO,SPP5100ZR-C5,10-3107-01,ECL1814008Q
SFP-10G-SR,CISCO-FINISAR,FTLX8571D3BCL-C2,10-2415-03,FNS17400Z7J
SFP-10G-SR,CISCO-FINISAR,FTLX8571D3BCL-C2,10-2415-03,FNS18140Z9E
SFP-10G-ER,CISCO-OPNEXT,TRS7050EN-S102,10-2531-02,ONT15380184
SFP-10G-ER,CISCO-FINISAR,FTLX1671D3BCL-C2,10-2531-02,FNS16030KMX
SFP-10G-ER-S,CISCO-FINISAR,FTLX1672D3BCL-C7,10-3109-01,FNS25120GFW
SFP-10G-ER-S,CISCO-OCLARO,TRS7050EN-S131,10-3109-01,ONT201400JS
SFP-10G-AOC10M,CISCO-AVAGO,AFBR-2CAR10Z-CS1,10-2846-01,A4Z2206K0CR-A
SFP-10G-AOC10M,CISCO-AVAGO,AFBR-2CAR10Z-CS1,10-2846-01,A4Z2206K0CR-B
SFP-10G-SR-S,CISCO-AVAGO,SFBR-709SMZ-CS2,10-3105-01,AVD2136D71E
SFP-10G-SR-S,CISCO-AVAGO,SFBR-709SMZ-CS2,10-3105-01,AVD2136DXUL
SFP-10G-ZR-S,CISCO-FUJITSU,FIM35051/207,10-3111-01,FLJ2024K03B
SFP-10G-ZR-S,CISCO-SUMITOMO,SPP5100ZR-C7,10-3111-01,ECL1916002P
SFP-10G-AOC7M,CISCO-AVAGO,AFBR-2CAR07Z-CS1,10-2845-01,A4Z2050K0JZ-B
SFP-10G-AOC7M,CISCO-AVAGO,AFBR-2CAR07Z-CS1,10-2845-01,A4Z2050K0JZ-A
DWDM-SFP10G-61.41,CISCO-SUMITOMO,SPP5100DMC1-F200,10-2746-01,ECL1745005N
DWDM-SFP10G-61.41,CISCO-SUMITOMO,SPP5100DMC1-F200,10-2746-01,ECL1736004W
SFP-10G-LR-X,CISCO-SUMITOMO,SPP5310LR-C5-M,10-2632-01,SPC223200WM
SFP-10G-LR-X,CISCO-SUMITOMO,SPP5310LR-C5-M,10-2632-01,SPC223200WQ
SFP-10G-LR,CISCO-SUMITOMO,SPP5200LR-C5,10-2457-02,ECL161100SV
SFP-10G-LR,CISCO-EXCELIGHT,SPP5101LR-C1,10-2457-02,ECL1405042D
SFP-10G-LRM,CISCO-OPLINK,TPP1XGFLMCCISE2G,10-2456-03,OPM25280JR0
SFP-10G-LRM,CISCO-OPLINK,TPP1XGFLMCCISE2G,10-2456-03,OPM2420005T
SFP-10G-ZR,CISCO-SUMITOMO,SPP5100ZR-C5,10-3107-01,ECL1814008P
SFP-10G-ZR,CISCO-SUMITOMO,SPP5100ZR-C5,10-3107-01,ECL1814008Q
SFP-10G-SR,CISCO-FINISAR,FTLX8571D3BCL-C2,10-2415-03,FNS17400Z7J
SFP-10G-SR,CISCO-FINISAR,FTLX8571D3BCL-C2,10-2415-03,FNS18140Z9E
SFP-10G-ER,CISCO-OPNEXT,TRS7050EN-S102,10-2531-02,ONT15380184
SFP-10G-ER,CISCO-FINISAR,FTLX1671D3BCL-C2,10-2531-02,FNS16030KMX
SFP-10G-AOC2M,CISCO-AVAGO,AFBR-2CAR02Z-CS1,10-2898-01,A4Z2228K0FE-B
SFP-10G-AOC2M,CISCO-AVAGO,AFBR-2CAR02Z-CS1,10-2898-01,A4Z2228K0FE-A
SFP-10G-AOC10M,CISCO-AVAGO,AFBR-2CAR10Z-CS1,10-2846-01,A4Z2206K0CR-A
SFP-10G-AOC10M,CISCO-AVAGO,AFBR-2CAR10Z-CS1,10-2846-01,A4Z2206K0CR-B
SFP-10G-SR-S,CISCO-AVAGO,SFBR-709SMZ-CS2,10-3105-01,AVD2136D71E
SFP-10G-SR-S,CISCO-AVAGO,SFBR-709SMZ-CS2,10-3105-01,AVD2136DXUL
SFP-10G-ZR-S,CISCO-FUJITSU,FIM35051/207,10-3111-01,FLJ2024K03B
SFP-10G-ZR-S,CISCO-SUMITOMO,SPP5100ZR-C7,10-3111-01,ECL1916002P
SFP-10G-AOC7M,CISCO-AVAGO,AFBR-2CAR07Z-CS1,10-2845-01,A4Z2050K0JZ-B
SFP-10G-AOC7M,CISCO-AVAGO,AFBR-2CAR07Z-CS1,10-2845-01,A4Z2050K0JZ-A
SFP-10G-AOC1M,CISCO-AVAGO,AFBR-7CER01Z-CS1,10-2843-01,AVE1717K13N-B
SFP-10G-AOC1M,CISCO-AVAGO,AFBR-7CER01Z-CS1,10-2843-01,AVE1717K13N-A
SFP-10G-ER-S,CISCO-OCLARO,TRS7050EN-S131,10-3109-01,ONT2229000V
SFP-10G-ER-S,CISCO-OCLARO,TRS7050EN-S131,10-3109-01,ONT2229000Y
SFP-10G-SR,CISCO-FINISAR,FTLX8571D3BCL-C2,10-2415-03,FNS1750125P
SFP-10G-SR,CISCO-AVAGO,SFBR-709SMZ-CS1,10-2415-03,AVA1738A2ZP
SFP-10G-SR,CISCO-LUMENTUM,PLRXPL-SC-S43-CS,10-2415-03,JUR2129G0TD
SFP-10G-SR,CISCO-ACCELINK,RTXM228-551-C98,10-2415-03,ACW22430QSS
SFP-10G-ER-S,CISCO-OCLARO,TRS7050EN-S131,10-3109-01,ONT2229000V
SFP-10G-ER-S,CISCO-OCLARO,TRS7050EN-S131,10-3109-01,ONT2229000Y
CWDM-SFP-10G1590,CISCO-SUMITOMO,SPP5200CP-C1-59,10-2955-01,ECL180400DG
CWDM-SFP-10G1590,CISCO-SUMITOMO,SPP5200CP-C1-59,10-2955-01,SPC220400K0
SFP-10G-AOC5M,CISCO-AVAGO,AFBR-7CER05Z-CS1,10-2844-01,AVE1725K3BH-A
SFP-10G-AOC5M,CISCO-AVAGO,AFBR-7CER05Z-CS1,10-2844-01,AVE1725K3BH-B
SFP-10G-AOC1M,CISCO-AVAGO,AFBR-7CER01Z-CS1,10-2843-01,AVE1717K13N-B
SFP-10G-AOC1M,CISCO-AVAGO,AFBR-7CER01Z-CS1,10-2843-01,AVE1717K13N-A
SFP-H10GB-CU1M,CISCO-TYCO,1-2053783-1,37-0960-03,TED1745A075
SFP-H10GB-CU1M,CISCO-TYCO,1-2053783-1,37-0960-03,TED1745A075
SFP-H10GB-ACU10M,CISCO-TYCO,2163675-2,37-1150-02,TED1737U2JE
SFP-H10GB-ACU10M,CISCO-TYCO,2163675-2,37-1150-02,TED1737U2JE
SFP-H10GB-ACU7M,CISCO-LOROM,LRHSPB34D070,37-1149-02,LRM2101A0EW
SFP-H10GB-ACU7M,CISCO-LOROM,LRHSPB34D070,37-1149-02,LRM2101A0EW
SFP-H10GB-CU3M,CISCO-MOLEX,74752-9520,37-0961-03,MOC171106C1
SFP-H10GB-CU3M,CISCO-MOLEX,74752-9520,37-0961-03,MOC171106C1
SFP-10G-AOC7M,CISCO-AVAGO,AFBR-2CAR07Z-CS1,10-2845-01,A4Z2050K0JZ-B
SFP-10G-AOC7M,CISCO-AVAGO,AFBR-2CAR07Z-CS1,10-2845-01,A4Z2050K0JZ-A
SFP-H10GB-CU2M,CISCO-LOROM,LRHSPB54D020,37-1430-02,LRM204460C9
SFP-H10GB-CU2M,CISCO-LOROM,LRHSPB54D020,37-1430-02,LRM204460C9
SFP-H10GB-CU5M,CISCO-LEONI,L45593-C107-B50,37-0962-03,LCC2339GK4N
SFP-H10GB-CU5M,CISCO-LEONI,L45593-C107-B50,37-0962-03,LCC2339GK4N
QSFP-100G-SR4-S,CISCO-AVAGO,SFBR-89CDDZ-CS5,10-3142-03,AVF2236S4CD
QSFP-100G-SR4-S,CISCO-AVAGO,AFBR-89CDDZ-CS1,10-3142-01,AVF2124G2A9
QSFP-100G-SR4-S,CISCO-AVAGO,SFBR-89CDDZ-CS5,10-3142-03,AVF2236S4CU
QSFP-100G-SR4-S,CISCO-AVAGO,SFBR-89CDDZ-CS5,10-3142-03,AVF2418S0WG
GLC-XS-MM,CISCO-AVAGO,SFBR-5766PZ-CS2,30-1301-04,AGM1711L87U
GLC-XS-MM,CISCO-AVAGO,SFBR-5766PZ-CS2,30-1301-04,AGM1711L87K
GLC-XS-MM,CISCO-AVAGO,QFBR-5766LP,30-1301-02,AGS1044045V
GLC-XS-MM,CISCO-AVAGO,SFBR-5766PZ-CS2,30-1301-04,AGM1711L87W
GLC-XS-MM,CISCO-AGILENT,QFBR-5766LP,30-1301-02,AGS09508C6P
GLC-XS-MM,CISCO-FINISAR,FTLF8519P2BNL-CS,30-1301-02,FNS0940H4RU
GLC-XS-MM,CISCO-FINISAR,FTRJ-8519-7D-CSC,30-1301-01,FNS0826A1HV
GLC-XS-MM,CISCO-FINISAR,FTRJ-8519-7D-CSC,30-1301-01,FNS0828K08N
GLC-LH-SM,CISCO-AVAGO,SFCT-5798PZ-CS3,30-1299-03,AGC1711V0YW
GLC-LH-SM,CISCO-AGILENT,QFCT-5798LP,30-1299-01,AGS1008A0TY
GLC-XS-MM,CISCO-FINISAR,FTLF8519P2BCL-CS,30-1301-02,FNS10500S0C
GLC-XS-MM,CISCO-FINISAR,FTLF8519P2BNL-CS,30-1301-02,FNS1002K0AC
GLC-XS-MMD,CISCO,FTLF8518P4BNL-CS,10-2626-01,FNS224107G6
GLC-XS-MMD,CISCO-FINISAR,FTLF8518P4BNL-C2,10-2626-03,FNS251519E3
GLC-LH-SM,CISCO-FINISAR,FTLF1318P2BCL-C2,30-1299-02,FNS13521HTV
GLC-LH-SM,CISCO-AVAGO,SFCT-5798PZ-CS2,30-1299-02,AGC1341U47H
GLC-LH-SM,CISCO-AVAGO,SFCT-5798PZ-CS3,30-1299-03,AGC1702V2YK
GLC-LH-SM,CISCO-AVAGO,QFCT-5798LP,30-1299-01,AGT1046U0UG
GLC-LH-SM,CISCO-JDSU,JSMR12L004B02,30-1299-01,JUT11045021
GLC-LH-SM,CISCO-AGILENT,QFCT-5798LP,30-1299-01,AGS1008A0TZ
GLC-LH-SM,CISCO-FINISAR,FTRJ1319P1BTL-C7,30-1299-01,FNS1004G2W9
GLC-LH-SM,CISCO-FINISAR,FTLF1318P2BCL-C3,30-1299-03,FNS17411XTL
GLC-LH-SM,CISCO-FINISAR,FTLF1318P2BCL-CS,30-1299-01,FNS1140043M
GLC-LH-SM,CISCO-AVAGO,SFCT-5798PZ-CS2,30-1299-02,AGC1341U47K
QSFP-100G-SR4-S,CISCO-AVAGO,AFBR-89CDDZ-CS1,10-3142-01,AVF2124G29E
QSFP-100G-SR4-S,CISCO-AVAGO,SFBR-89CDDZ-CS5,10-3142-03,AVF2418S0WH
25G-CU1M,CISCO-AMPHENOL,NDCCGF-C401,37-1790-01,APF2410006W
QSFP-40G-AOC10M,CISCO-FINISAR,FCBN410QE2C10-C3,10-2926-03,FIW2340024R
QSFP-100G-CWDM4,CISCO-LUMENTUM,JQ2R10GC4AA1CS2,10-3145-02,JFQ223180AS
QSFP-100G-CWDM4,CISCO-LUMENTUM,JQ2R10GC4AA1CS2,10-3145-02,JFQ22338018
QSFP-40G_100G-SRBD,CISCO-FOIT,SFBR-89BDDZ-CS2,10-3317-01,FOF2213N195
QSFP-40G_100G-SRBD,CISCO-FOIT,SFBR-89BDDZ-CS2,10-3317-01,FOF2213N18G
QSFP-40GE-LR4,CISCO-FINISAR,FTL4C1QE1C-C1,10-2848-01,FNS17441E57
QSFP-40GE-LR4,CISCO-SUMITOMO,SQF0403L4LNC10P,10-2848-01,ECL16530036
QSFP-40G-AOC10M,CISCO-FINISAR,FCBN410QE2C10-C3,10-2926-03,FIW2340024R
QSFP-100G-ERL-S,CISCO-CISCO,800-50394-01,10-3536-01,FBN2538F178
QSFP-100G-ERL-S,CISCO-CISCO,800-50394-01,10-3536-01,FBN2538F134
QSP-100G-LR-S,CISCO-CISCO,xxxxxxx,800-49416-01,FBN2431B056
QSP-100G-LR-S,CISCO-CISCO,xxxxxxx,800-49416-01,FBN2415B014
QSFP-100G-FR-S,CISCO-CISCO,800-46714-02,10-3248-02,FBN2446A647
QSFP-100G-FR-S,CISCO-CISCO,800-46714-02,10-3248-02,FBN2446A615
QSFP-100G-ERL-S,CISCO-CISCO,800-50394-01,10-3536-01,FBN2521F052
QSFP-100G-ERL-S,CISCO-CISCO,800-50394-01,10-3536-01,FBN2538F171
QSFP-100G-SR1.2,CISCO-INNOLIGHT,T-TB2FNS-HCI,10-3517-01,INL26350N1T
QSFP-100G-SR1.2,CISCO-INNOLIGHT,T-TB2FNS-HCI,10-3517-01,INL26350N1S
QSFP-100G-LR-S,CISCO-CISCO,800-49416-01,800-49416-01,FBN2431B056
QSFP-100G-LR-S,CISCO-CISCO,800-49416-01,800-49416-01,FBN2415B014
QSFP-100G-LR-S,CISCO-CISCO,800-49416-02,10-3481-01,FBN2623B0B9
QSFP-100G-PSM4,CISCO-LUXTERA,LUX42604BO,10-3144-01,CVR22400005
QSFP-100G-PSM4,CISCO-LUXTERA,LUX42604BO,10-3144-01,CVR22400006
QSFP-100G-DR-S,CISCO-INNOLIGHT,TR-ZC13H-NCI,10-3507-01,INL24393713
QSFP-40G_100G-SRBD,CISCO-FOIT,SFBR-89BDDZ-CS2,10-3317-01,FOF2213N1A1
QSFP-40G_100G-SRBD,CISCO-FOIT,SFBR-89BDDZ-CS2,10-3317-01,FOF2213N18S
CAZADERO,CISCO-DNI,CAZADERO28-R,800-49781-01,DTY252100LC
SFP-25G-SR-S,CISCO-INNOLIGHT,TR-PY85S-NCI,10-3227-01,INL2211A02M
SFP-25G-SR-S,CISCO-FINISAR,FTLF8536P4PCL-C1,10-3227-01,FNS231206SK
QSFP-40_100G-SR4,CISCO-INNOLIGHT,TR-FD85S-NCI,10-3318-01,INL23051068
QSFP-40_100G-SR4,CISCO-INNOLIGHT,TR-FD85S-NCI,10-3318-01,INL23051056
WSP-Q40GLR4L,CISCO-FINISAR,FTL4C1QL1C-C1,10-3063-01,FNS19030376
WSP-Q40GLR4L,CISCO-FINISAR,FTL4C1QL1C-C1,10-3063-01,FNS19030367
QSFP28-100G-SMSR,CISCO-FINISAR,FTLC1152RGPL6-C2,10-3220-02,FNS22420BFQ
QSFP28-100G-SMSR,CISCO-FINISAR,FTLC1152RGPL6-C2,10-3220-02,FNS22420BFU
QSFP-100G-PSM4,CISCO-LUXTERA,LUX42604BO,10-3144-01,CVR2240000A
QSFP-100G-PSM4,CISCO-LUXTERA,LUX42604BO,10-3144-01,CVR22400004
SFP-25G-SR,CISCO-AVAGO,SFBR-725SMZ-CS1,10-3227-01,AVD2132E01B
SFP-25G-SR,CISCO-AVAGO,SFBR-725SMZ-CS1,10-3227-01,AVD2113E080
SFP-10G-T-X,CISCO-METHODE,SP7052-C,30-1599-01,MTC250902JK
SFP-10G-T-X,CISCO-METHODE,SP7052-C,30-1599-01,MTC250902JB
10G-LRM,CISCO-EXCELIGHT,SPP5101LM-C1,10-2456-01,ECL130601VH
10G-LRM,CISCO-OPLINK,TPP1XGFLMCCISE2G,10-2456-03,OPM2420005S
QSFP28_100G_CWDM4,CISCO-LUMENTUM,JQ2R10GC4AA1CS,10-3145-01,JFQ2137300M
QSFP28_100G_CWDM4,CISCO-LUMENTUM,JQ2R10GC4AA1CS,10-3145-01,JFQ2136303F
DWDM-SFP10G-61.41,CISCO-SUMITOMO,SPP5100DMC1-F200,10-2746-01,ECL1751018G
DWDM-SFP10G-61.41,CISCO-FUJITSU,FIM35060/201W20,10-2746-01,FLJ1751K00J
SFP-10G-LR-X,CISCO-SUMITOMO,SPP5310LR-C5-M,10-2632-01,SPC223200WM
SFP-10G-LR-S,CISCO-ACCELINK,RTXM228-401-C88,10-3107-01,ACW22360APK
SFP-10G-ER-S,CISCO-FINISAR,FTLX1672D3BCL-C7,10-3109-01,FNS25120UXH
SFP-10G-ER-S,CISCO-OCLARO,TRS7050EN-S131,10-3109-01,ONT2229000W
DWDM-SFP10G-C-S,CISCO-OCLARO,TRS7081FNCGA030,10-3113-01,ONT2327000A
DWDM-SFP10G-C,CISCO-OCLARO,TRS7080FNCCA033,10-3036-01,ONT2635004E
SFP-10G-AOC7M,CISCO-AVAGO,AFBR-2CAR07Z-CS1,10-2845-01,A4Z2201K02R
SFP-10G/25G-LR-S,CISCO-OPLINK,TPP1E2JLRCCISE2G,10-3251-01,OPM2219024X
SFP-10G/25G-LR-S,CISCO-OPLINK,TPP1E2JLRCCISE2G,10-3251-01,OPM22190252
DWDM-SFP10G-C-S,CISCO-OCLARO,TRS7081FNCGA030,10-3113-01,ONT23160001
DWDM-SFP10G-C-S,CISCO-OCLARO,TRS7081FNCGA030,10-3113-01,ONT2315006J
DWDM-SFP10G-61.41,CISCO-SUMITOMO,SPP5100DMC1-F200,10-2746-01,ECL1736004W
DWDM-SFP10G-61.41,CISCO-SUMITOMO,SPP5100DMC1-F200,10-2746-01,ECL1745005N
FET-10G,CISCO-FINISAR,FTLX8570D3BCL-C2,10-2566-02,FNS18050AHD
FET-10G,CISCO-FINISAR,FTLX8570D3BCL-C2,10-2566-02,FNS1806163D
SFP-10G-ER-S,CISCO-FINISAR,FTLX1672D3BCL-C7,10-3109-01,FNS25120GKG
SFP-10G-ER-S,CISCO-OCLARO,TRS7050EN-S131,10-3109-01,ONT201400JU
SFP-10G-ZR-S,CISCO-SUMITOMO,SPP5110ZR-C7,10-3111-01,ECL22390049
SFP-10G-ZR-S,CISCO-FUJITSU,FIM35051/207,10-3111-01,FLJ2026K01B
SFP-10G-SR-S,CISCO-AVAGO,SFBR-709SMZ-CS2,10-3105-01,AVD2133D1V9
SFP-10G-SR-S,CISCO-AVAGO,SFBR-709SMZ-CS2,10-3105-01,AVD2143D07E
SFP-10G/25G-CSR-S,CISCO-FINISAR,FTLF8540P4PCV-C1,10-3388-01,FNS23030VXF
SFP-10G/25G-CSR-S,CISCO-FINISAR,FTLF8540P4PCV-C1,10-3388-01,FNS23030SXL
SFP-25G-SR,CISCO-INNOLIGHT,TR-PY85S-NCI,10-3227-01,INL2211A02M
SFP-25G-SR,CISCO-FINISAR,FTLF8536P4PCL-C1,10-3227-01,FNS222902S0
SFP-25G-AOC7M,CISCO-INNOLIGHT,TF-PY007-NCI,10-3240-01,INL2143A02H
XXXXXXX,CISCO-FINISAR,FTLF8540P4PCV-C1,XXXXXXXX,FNS21470DNF
XXXXXXX,CISCO-FINISAR,FTLF8540P4PCV-C1,XXXXXXXX,FNS21470DKT